1,10:03:00
2,10:13:00
3,10:23:00
4,10:33:00
5,10:43:00
6,10:53:00
7,11:03:00
8,11:13:00
9,11:23:00
10,11:33:00
11,11:43:00
12,11:53:00
13,12:03:00
14,12:13:00
15,12:23:00
16,12:33:00
17,12:43:00
18,12:53:00
19,13:03:00
20,13:13:00
21,13:23:00
22,13:33:00
23,13:43:00
24,13:53:00
25,14:03:00
26,14:13:00
27,14:23:00
28,14:33:00
29,14:43:00
30,14:53:00
31,15:03:00
32,15:13:00
33,15:23:00
34,15:33:00
35,15:43:00
36,15:53:00
37,16:03:00
38,16:13:00
39,16:23:00
40,16:33:00
41,16:43:00
42,16:53:00
43,17:03:00
44,17:13:00
45,17:23:00
46,17:33:00
47,17:43:00
48,17:53:00
49,18:03:00
50,18:13:00
51,18:23:00
52,18:33:00
53,18:43:00
54,18:53:00
55,19:03:00
56,19:13:00
57,19:23:00
58,19:33:00
59,19:43:00
60,19:53:00
61,20:03:00
62,20:13:00
63,20:23:00
64,20:33:00
65,20:43:00
66,20:53:00
67,21:03:00
68,21:13:00
69,21:23:00
70,21:33:00
71,21:43:00
72,21:53:00
73,22:03:00
74,22:13:00
75,22:23:00
76,22:33:00
77,22:43:00
78,22:53:00
79,23:03:00
80,23:13:00
81,23:23:00
82,23:33:00
83,23:43:00
84,23:53:00
85,00:03:00
86,00:13:00
87,00:23:00
88,00:33:00
89,00:43:00
90,00:53:00
91,01:03:00
92,01:13:00
93,01:23:00
94,01:33:00
95,01:43:00
96,01:53:00
97,02:03:00
