"[{""BetMoney"":""1"",""BetName"":""特码绿小"",""BetTypeId"":""10"",""BetItems"":[""90""],""Name"":""11"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红单"",""BetTypeId"":""9"",""BetItems"":[""79""],""Name"":""0"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红单"",""BetTypeId"":""9"",""BetItems"":[""79""],""Name"":""0"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿大"",""BetTypeId"":""10"",""BetItems"":[""89""],""Name"":""10"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝单"",""BetTypeId"":""9"",""BetItems"":[""81""],""Name"":""4"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码蓝单"",""BetTypeId"":""9"",""BetItems"":[""81""],""Name"":""4"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿单"",""BetTypeId"":""9"",""BetItems"":[""83""],""Name"":""8"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿双"",""BetTypeId"":""9"",""BetItems"":[""84""],""Name"":""9"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红双"",""BetTypeId"":""9"",""BetItems"":[""80""],""Name"":""1"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿双"",""BetTypeId"":""9"",""BetItems"":[""84""],""Name"":""9"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿大"",""BetTypeId"":""10"",""BetItems"":[""89""],""Name"":""10"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码蓝大"",""BetTypeId"":""10"",""BetItems"":[""87""],""Name"":""6"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝双"",""BetTypeId"":""9"",""BetItems"":[""82""],""Name"":""5"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红单"",""BetTypeId"":""9"",""BetItems"":[""79""],""Name"":""0"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿小"",""BetTypeId"":""10"",""BetItems"":[""90""],""Name"":""11"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红大"",""BetTypeId"":""10"",""BetItems"":[""85""],""Name"":""2"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码绿小"",""BetTypeId"":""10"",""BetItems"":[""90""],""Name"":""11"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝单"",""BetTypeId"":""9"",""BetItems"":[""81""],""Name"":""4"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红双"",""BetTypeId"":""9"",""BetItems"":[""80""],""Name"":""1"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红双"",""BetTypeId"":""9"",""BetItems"":[""80""],""Name"":""1"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红双"",""BetTypeId"":""9"",""BetItems"":[""80""],""Name"":""1"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码蓝大"",""BetTypeId"":""10"",""BetItems"":[""87""],""Name"":""6"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红大"",""BetTypeId"":""10"",""BetItems"":[""85""],""Name"":""2"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红单"",""BetTypeId"":""9"",""BetItems"":[""79""],""Name"":""0"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿单"",""BetTypeId"":""9"",""BetItems"":[""83""],""Name"":""8"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝双"",""BetTypeId"":""9"",""BetItems"":[""82""],""Name"":""5"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿单"",""BetTypeId"":""9"",""BetItems"":[""83""],""Name"":""8"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝单"",""BetTypeId"":""9"",""BetItems"":[""81""],""Name"":""4"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码绿双"",""BetTypeId"":""9"",""BetItems"":[""84""],""Name"":""9"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红大"",""BetTypeId"":""10"",""BetItems"":[""85""],""Name"":""2"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝单"",""BetTypeId"":""9"",""BetItems"":[""81""],""Name"":""4"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红大"",""BetTypeId"":""10"",""BetItems"":[""85""],""Name"":""2"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码绿双"",""BetTypeId"":""9"",""BetItems"":[""84""],""Name"":""9"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝双"",""BetTypeId"":""9"",""BetItems"":[""82""],""Name"":""5"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿大"",""BetTypeId"":""10"",""BetItems"":[""89""],""Name"":""10"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝双"",""BetTypeId"":""9"",""BetItems"":[""82""],""Name"":""5"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红单"",""BetTypeId"":""9"",""BetItems"":[""79""],""Name"":""0"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码蓝双"",""BetTypeId"":""9"",""BetItems"":[""82""],""Name"":""5"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿双"",""BetTypeId"":""9"",""BetItems"":[""84""],""Name"":""9"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿大"",""BetTypeId"":""10"",""BetItems"":[""89""],""Name"":""10"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿小"",""BetTypeId"":""10"",""BetItems"":[""90""],""Name"":""11"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null}]"
"[{""BetMoney"":""1"",""BetName"":""特码蓝大"",""BetTypeId"":""10"",""BetItems"":[""87""],""Name"":""6"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红大"",""BetTypeId"":""10"",""BetItems"":[""85""],""Name"":""2"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝大"",""BetTypeId"":""10"",""BetItems"":[""87""],""Name"":""6"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码红小"",""BetTypeId"":""10"",""BetItems"":[""86""],""Name"":""3"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码蓝小"",""BetTypeId"":""10"",""BetItems"":[""88""],""Name"":""7"",""Odds"":"" 1 "",""SubBet"":null},{""BetMoney"":""1"",""BetName"":""特码绿单"",""BetTypeId"":""9"",""BetItems"":[""83""],""Name"":""8"",""Odds"":"" 1 "",""SubBet"":null}]"
