aa027,447,1,6
aa100,270,1,6
aa1366,7087,1,6
aa1532,11946,1,6
aa189,457,1,6
aa220,441,1,6
aa27,444,1,6
aa356,9760,1,6
aa452,16866,1,6
aa488,7805,1,6
aa492,7690,1,6
aa499,699,1,6
aa500,15692,1,6
aa501,446,1,6
aa502,449,1,6
aa506,448,1,6
aa507,15126,1,6
aa508,445,1,6
aa532,7025,1,6
aa533,7026,1,6
aa563,16125,1,6
aa565,12,1,6
aa596,5665,1,6
aa698,7689,1,6
aa701,437,1,6
aa703,13,1,6
aa704,1653,1,6
aa715,11977,1,6
aa804,450,1,6
aa815,440,1,6
aa897,443,1,6
aa898,1283,1,6
aa905,451,1,6
aa912,11746,1,6
aa913,11951,1,6
aa921,11747,1,6
aa922,15890,1,6
aa927,439,1,6
aa929,459,1,6
aa935,14571,1,6
ab499,462,1,6
ab502,12158,1,6
ab532,11947,1,6
ab563,16134,1,6
ab801,5143,1,6
ab913,13497,1,6
ab922,15896,1,6
ab927,12658,1,6
ac563,16135,1,6
ac898,12153,1,6
ac905,3541,1,6
ad563,16344,1,6
ae563,16546,1,6
ae698,17282,1,6
ae801,5144,1,6
af,384,1,6
af563,16137,1,6
ag563,16556,1,6
ag801,5141,1,6
ah366,7101,1,6
ah563,16777,1,6
ak801,5142,1,6
aq801,14728,1,6
aq927,13526,1,6
as027,12328,1,6
ax801,5139,1,6
az801,5140,1,6
bb8999,6963,1,6
bba,387,1,6
bbc,531,1,6
bbe,2115,1,6
bbf,4661,1,6
bbg,4662,1,6
can1a,378,1,6
ccs,16094,1,6
cs014,12025,1,6
cs04,377,1,6
cs22,409,1,6
cs222,2283,1,6
cs44,480,1,6
cs55,2018,1,6
cs66,2188,1,6
cs77,2350,1,6
cs88,3025,1,6
cs88a,3976,1,6
cs99,4124,1,6
csc02,7091,1,6
csc03,7216,1,6
csc1,7090,1,6
cscs01,15206,1,6
csd01,388,1,6
kk88,1657,1,6
nv013,5021,1,6
nv074,8085,1,6
nv311,13181,1,6
nv369,5027,1,6
nv387,24,1,6
nv4567,7498,1,6
nv55,21,1,6
nv567,25,1,6
nv5678,1845,1,6
nv633,17,1,6
nv66,22,1,6
nv6677,7821,1,6
nv733,27,1,6
nv773,556,1,6
nv7766,7987,1,6
nv878,13673,1,6
