0015,1382,1334,4
0129,11960,2074,4
0769,1487,1131,4
0811,1392,1334,4
11w111,16291,16261,4
12345qq,8194,8193,4
134311,6452,1131,4
142228,16197,16151,4
1919,2237,2074,4
223377,5952,4699,4
228,244,55,4
22w222,16293,16264,4
233,513,512,4
234kkk,14920,14903,4
3338,8264,8091,4
337711,5949,4687,4
337722,5948,4687,4
337755,5947,4687,4
337766,5946,4687,4
337788,5950,4687,4
337799,5945,4687,4
338899,16993,4687,4
33ss,3442,3334,4
33w333,16295,16270,4
3532,4384,1131,4
414243,2263,472,4
44w444,16305,16275,4
474849,2271,472,4
5061,2258,2074,4
5551,7809,1131,4
5556,7810,1131,4
55bb66,1997,1916,4
55w555,16309,16278,4
58088,2204,2051,4
6673,1345,603,4
66aa11,11631,1916,4
66aa33,8189,1916,4
697,514,512,4
7373,1387,1334,4
7676,15871,15584,4
7677,4993,4686,4
7678,4992,4686,4
7679,4991,4686,4
77877s,12320,12068,4
7888,16193,16151,4
8196,1396,1334,4
82233,1429,1131,4
8229,9871,2041,4
8388,4994,4686,4
8688,4996,4686,4
8788,4995,4686,4
88688s,12091,12068,4
88aa88aa,8299,8173,4
9111,11678,2074,4
9215,1454,1131,4
9654,17528,16151,4
9876qq,7935,4689,4
99388s,12071,12068,4
9958,16195,16151,4
99888,12659,455,4
a0811,10813,1334,4
a1033,14221,8360,4
a1122,4990,4686,4
a131,5728,5654,4
a132,14218,8360,4
a135677,5757,5654,4
a1717,15876,15584,4
a1919,7211,7106,4
a221133,14214,8360,4
a55501,14329,14316,4
a681,7542,7514,4
a685,7756,7514,4
a6855,7869,7822,4
a6866,7871,7822,4
a688,7757,7514,4
a7676,15874,15584,4
a7677,15872,15584,4
a7678,15873,15584,4
a8196,15804,13833,4
a996,16782,16781,4
aa081,4163,1094,4
aa0811,15176,13833,4
aa082,4166,1094,4
aa084,4168,1094,4
aa085,4172,1094,4
aa091,4156,1094,4
aa092,4135,1094,4
aa093,4089,1094,4
aa094,4086,1094,4
aa095,4080,1094,4
aa096,4073,1094,4
aa097,4074,1094,4
aa11,716,468,4
aa1122,1052,460,4
aa1133,1363,460,4
aa116688,16353,16141,4
aa12,717,468,4
aa1236,13524,13519,4
aa127,14239,8360,4
aa13,718,468,4
aa15,720,468,4
aa16,721,468,4
aa18,722,468,4
aa19,723,468,4
aa20,726,468,4
aa21,729,468,4
aa22,733,468,4
aa226688,16331,16141,4
aa23889,7646,7108,4
aa24a,13444,4694,4
aa28,736,468,4
aa29,12126,468,4
aa30,12182,468,4
aa3898,7149,7107,4
aa4455,1049,469,4
aa45678,17638,2322,4
aa567,10286,8173,4
aa6031,1318,1224,4
aa6032,1320,1224,4
aa6051,11643,11642,4
aa6052,13038,11642,4
aa6088,11647,11645,4
aa618,986,266,4
aa656,2069,1597,4
aa6622,2003,1916,4
aa6788,2006,1916,4
aa738,10115,9262,4
aa8718,13193,13186,4
aa88889,11358,1167,4
aaa108,59,56,4
aaa122,63,56,4
aaa584,64,56,4
aaa588,60,56,4
aaa786,1150,1145,4
aaa9148,15038,5028,4
aaa918,58,56,4
