11382,1598,12,5
11w11,16261,16137,5
157aa,14777,14728,5
22w22,16264,16137,5
2680,2000,12,5
333b02,16140,16125,5
333b10,16128,16125,5
333b21,16130,16125,5
33w33,16270,16137,5
44w44,16275,16137,5
55w55,16278,16137,5
5808,2051,12,5
6688,2111,12,5
678kkkk,14931,14728,5
772,16145,16134,5
788kkk,14903,14728,5
789kkkk,14908,14728,5
8119,2041,12,5
8288,1994,12,5
889944,2074,12,5
9229,1916,12,5
968a,16151,16134,5
a112233,11840,11815,5
a123,1888,449,5
a555,479,24,5
a8566,1252,22,5
a8919,16779,16777,5
a8985,16781,16777,5
a9983,16780,16777,5
aa020202,17715,440,5
aa101,292,270,5
aa11223344,2345,440,5
aa201,11600,437,5
aa218,7579,7498,5
aa237a,12474,437,5
aa238,5719,437,5
aa3138,9250,449,5
aa3344,2405,440,5
aa36,1131,22,5
aa3636,5777,445,5
aa3850,17078,449,5
aa3889,1101,22,5
aa444aa,16147,16134,5
aa487,7791,437,5
aa511,7514,7498,5
aa56789,2335,440,5
aa601,1213,448,5
aa602,1220,448,5
aa603,1224,448,5
aa604,1250,448,5
aa605,11642,448,5
aa608,11645,440,5
aa609,13459,448,5
aa666666,2329,440,5
aa6698,9262,449,5
aa707,1334,449,5
aa7890,2339,440,5
aa806,438,437,5
aa8858,13833,449,5
aa888666,2322,440,5
aa888999,11476,440,5
aa88998,4351,445,5
aa897a,7728,443,5
aa900,12206,437,5
aa968,979,22,5
aa971,11841,11747,5
aa9858,9239,449,5
aa9938,1114,22,5
aa99aa99,8293,8085,5
aaa05,4691,1283,5
aaa06,4687,1283,5
aaa117,8091,8085,5
aaa131,12074,5142,5
aaa17,12560,12153,5
aaa27,4686,1283,5
aaa32,12152,1283,5
aaa38,7078,1283,5
aaa387,56,24,5
aaa50,12876,12153,5
aaa53,12235,12153,5
aaa589,65,24,5
aaa66,4689,1283,5
aaa71,12236,12153,5
aaa785,1145,22,5
aaa995,1094,22,5
aab02,4700,1283,5
aab06,4699,1283,5
aab17,14967,1283,5
aab24,4694,1283,5
aab32,12332,12153,5
aab38,7079,1283,5
aab53,4697,1283,5
aab66,12237,12153,5
aab75,4695,1283,5
aab789,5028,5027,5
aab99,4693,1283,5
aac02,13242,12153,5
aac27,15584,12153,5
aad678,6448,5027,5
aav777,17045,7026,5
aaw35,16609,16137,5
ab146,7698,437,5
ab219,4931,437,5
ab222,8358,8085,5
ab223,8360,8085,5
ab225,8361,8085,5
ab227,13837,8085,5
ab234,442,437,5
ab326,7901,437,5
ab345,460,437,5
ab352,455,437,5
ab353,1595,437,5
ab355,3339,437,5
ab356,456,437,5
ab357,463,437,5
ab468,6684,437,5
ab488,7807,7805,5
ab501,1531,437,5
ab593,3334,437,5
ab703,115,13,5
ab715,11978,11977,5
ab725,13134,437,5
ab745,452,437,5
ab767,454,437,5
ab768,453,437,5
ab788,461,437,5
ab831,458,437,5
ab832,3555,437,5
ab838,1597,437,5
abc518,7704,7690,5
ac234,12097,437,5
ac913,13498,13497,5
ad364,17022,16866,5
ad365,17025,16866,5
ad366,17027,16866,5
ad367,17029,16866,5
ad368,17030,16866,5
ad369,17104,16866,5
ad370,17105,16866,5
ad371,17106,16866,5
ad372,17107,16866,5
ad7377,7838,7689,5
adad11,17058,12025,5
ae88,6071,5140,5
aee1,17323,17282,5
agg789,16572,16556,5
ah356,9763,9760,5
ak135,471,445,5
ak55,16141,16134,5
ak663,3568,437,5
ak811,15693,15692,5
as7377,7837,7689,5
aw222,7035,7026,5
aw333,8345,8085,5
aw335,8364,8085,5
aw767,1570,437,5
aw777,7037,7026,5
aw888,7036,7026,5
aw998,1167,22,5
ax111,8341,8085,5
az888,10663,8085,5
az999,10710,8085,5
b111,14605,14571,5
b146,11227,437,5
b777,15892,15890,5
b778,15893,15890,5
