0271,4320,4163,3
0272,4619,4163,3
0966,15622,8429,3
1001,2887,2878,3
1136aa,14614,7149,3
1234qqq,8195,8194,3
1234zzz,8196,8194,3
123kkk,14918,14917,3
126,6039,5945,3
1310,2881,1487,3
132132,10218,8457,3
1340,10898,1487,3
168168,10210,8457,3
16888,6532,6452,3
18a,7702,5677,3
1966,4391,4384,3
1988,4388,4384,3
1b23,17331,17113,3
222as,15224,14656,3
223388,5995,5952,3
22ww22,17121,17115,3
2917,16286,16205,3
2a866,8727,8429,3
2eee,11851,11850,3
312,122,121,3
3188,8879,8392,3
334455,2924,2912,3
3398,5957,5945,3
33k,8347,8295,3
33ssa,3475,3442,3
3434,7772,7760,3
3e5,16166,16162,3
41424344,2404,2263,3
483055,13257,569,3
5252,10215,8457,3
5454,7775,7760,3
5678,16248,16243,3
569,6456,6232,3
5699,14658,14656,3
5999,10213,8457,3
5x55,17332,17113,3
6374,7778,7760,3
6474,15225,7760,3
666333,10211,8457,3
666688,2246,1454,3
666888,2219,1454,3
6668888,6534,6452,3
667799,13657,5949,3
6699,10217,8457,3
6700,8914,8796,3
680011,10189,8457,3
711,8907,8392,3
7366,11961,11960,3
77888,12979,12659,3
77as,16882,14656,3
789k1,1323,1318,3
789k2,1554,1320,3
8258,5036,4990,3
888k,7883,7874,3
88w88,16463,16305,3
8919,16802,16799,3
8999,10406,2209,3
899aa,12137,12136,3
9188,7027,1501,3
9191,11679,11678,3
922922,9774,8408,3
93,123,121,3
955955,9782,8408,3
9889,1546,1320,3
991991,9787,8408,3
9a2113,8608,8429,3
a1123,5035,4990,3
a113,7875,7869,3
a115,7876,7869,3
a117,7879,7869,3
a118,7882,7869,3
a119,7886,7871,3
a1313,7204,7201,3
a135,7887,7871,3
a15,8465,8384,3
a16,10921,8384,3
a17,8470,8384,3
a189,12903,10951,3
a2281,10328,8455,3
a3188,8896,8796,3
a337766,5975,5946,3
a3535,8612,8429,3
a5183,10308,8455,3
a551,7912,7871,3
a5566,10314,8455,3
a6766,5034,4990,3
a682,7543,7542,3
a889,16794,16792,3
a955,17336,17108,3
a998,17333,17108,3
aa0188,8786,8390,3
aa0288,8792,8390,3
aa0388,9079,8390,3
aa0588,9642,8390,3
aa112,10976,7756,3
aa113,10972,7757,3
aa129,11785,11587,3
aa12999,12685,12652,3
aa155,6916,1015,3
aa223,11980,11979,3
aa328,8680,8468,3
aa334455,2113,721,3
aa337,2777,2698,3
aa353,10987,7757,3
aa4040,4441,2588,3
aa515,10983,7756,3
aa525,10986,7757,3
aa551,10981,7756,3
aa56221,10116,8362,3
aa56223,10117,8362,3
aa56224,10118,8362,3
aa56225,10119,8362,3
aa56227,10120,8362,3
aa56228,10121,8362,3
aa56229,10122,8362,3
aa622,7475,2209,3
aa652,9160,8371,3
aa666999,16731,14864,3
aa7371,9101,8390,3
aa75,7730,7729,3
aa778899,2089,721,3
aa838,8683,8468,3
aa8899aa,13816,13815,3
aa90,2236,2204,3
aa991,7112,7110,3
aa99ll,11648,11646,3
aaa1088,108,59,3
aaa333,4764,4713,3
aaa616,9513,8455,3
aaa666,4765,4713,3
aaa7794,12849,8362,3
aaa838,15181,8468,3
aaa99,554,58,3
aaaa8888,2593,2003,3
aaasss1,3905,1363,3
aabb123,4706,4705,3
aad336,7649,7646,3
aahh321,12664,12663,3
aaq111,7213,7211,3
aas22,14674,14672,3
aas6767,17122,17115,3
aas789,11624,7134,3
aass121,14909,14904,3
aav555,17047,17046,3
ab131,8912,8381,3
ab132,8913,8381,3
ab133,8917,8381,3
ab134,8919,8381,3
ab135,8933,8381,3
ab136,8939,8381,3
ab137,8941,8381,3
ab138,8946,8381,3
ab139,8948,8381,3
ab1999,11780,8381,3
ab200,8952,8381,3
ab2301,13839,8381,3
ab337,2780,2698,3
ab53,12302,12301,3
ab5531,12689,8381,3
ab5571,17152,8381,3
ab5678,14574,8381,3
ab7799,8785,8394,3
ab8ab8,12726,12723,3
abc538,7706,7705,3
abs0001,7856,7855,3
abs258,8854,8394,3
abx100,8743,8377,3
ac123,7050,7048,3
ac201,11602,11601,3
ac487,7793,7792,3
ac555,849,540,3
ac6677,11387,8381,3
ad1314,2582,2579,3
ad326,7903,7902,3
ad3333,2703,1174,3
ad703,117,116,3
ad725,13136,13135,3
add122,13516,13515,3
ae234,12099,12098,3
ae913,13500,13499,3
aee112,17325,17324,3
af002,1762,1703,3
af007,11059,1703,3
ag355,3512,3496,3
ak111,8643,8415,3
ak1277,7114,7110,3
ak1288,7113,7110,3
ak1299,7115,7110,3
ak33,3219,726,3
ak456,8783,8394,3
ak803,7045,7044,3
ak89,3224,726,3
aka555,8778,8776,3
akk123,8790,8394,3
akk22,8756,8394,3
akk25,8758,8394,3
akk250,8793,8394,3
akk36,8759,8394,3
akk369,8795,8394,3
akk44,8757,8394,3
akk789,8789,8394,3
aks123,8798,8394,3
aks789,8801,8394,3
ap8899,9822,8288,3
aqd001,12716,12690,3
as012,8780,8394,3
as1,12896,12878,3
as1278,11627,11587,3
as2378,14582,5945,3
as328,10768,1392,3
as4321,17330,17108,3
as5655,15216,14656,3
as5666,15215,14656,3
as5677,15214,14656,3
as5688,14657,14656,3
as676,17123,17115,3
as9999,5759,5728,3
asd073,17242,17241,3
asd1111,8134,8128,3
asd112,7840,7839,3
asd218,17124,17115,3
asd567,6196,5949,3
asd663,17243,17241,3
asd678,6182,5949,3
asd679,6191,5949,3
asd8881,7314,7111,3
asd8882,7318,7111,3
asd8883,7319,7111,3
ask666,13525,13524,3
av123,6762,1174,3
aw360,8478,8474,3
aw363,8495,8490,3
aw367,8506,8502,3
aw370,8512,8511,3
aw392,9824,8425,3
aw393,9827,8425,3
ax968,1772,1046,3
ay13,760,718,3
az55,17201,17199,3
azd001,12691,12690,3
azx123,8673,8466,3
b01,8725,8377,3
b02,8728,8377,3
b06,8733,8377,3
b07,8734,8377,3
b08,8735,8377,3
b10,8738,8377,3
b104,389,386,3
b11,8740,8377,3
b638,2015,1234,3
b8599,1972,1234,3
b9568,2007,1234,3
bao8,8993,8918,3
bb22b,3379,3359,3
bb3699,715,714,3
bb4455,7534,7532,3
bb62,107,59,3
bb99bb99,9367,8214,3
bba11111,1030,1025,3
bba3,402,400,3
bbe03,2134,2130,3
bbhh88,16901,14618,3
bin258,5920,5919,3
bin987,11665,11664,3
bk11,3336,3329,3
bk1357,7116,7110,3
bk36,7570,7462,3
bx222,8081,6263,3
bz123,6630,6576,3
bz888,15860,15845,3
c14,9399,8397,3
cac000,8826,8813,3
can4a,382,381,3
cc666,982,104,3
cc778899,4260,721,3
ccc02,2093,2090,3
ccccc,17194,17193,3
cck666,9803,8885,3
cck888,9802,8885,3
ccv10,16276,16228,3
ccv12,16260,16228,3
ccv15,16326,16235,3
cd22,8610,8429,3
cds001,12947,12946,3
cf678,2594,1345,3
cg333,15236,15235,3
cg602,15760,1320,3
ch2003,4177,4166,3
ch8999,2293,2209,3
ck1101,6145,1700,3
ck1121,1724,1700,3
ck1122,1841,1700,3
ck1123,4465,1700,3
ck1124,4469,1700,3
ck1141,1727,1700,3
ck1155,6935,1700,3
ck3239,6157,1700,3
cm,709,704,3
cq1234,4726,1174,3
cr666,13950,13946,3
cs22c,415,414,3
cscs04,15209,15208,3
csd04,394,393,3
cszz5968,8661,8466,3
cv10,11520,6238,3
cv11,6618,6238,3
cw111,8953,8415,3
cx011,6264,6263,3
cx3m,12161,12160,3
cx635,6274,6263,3
cxv012,11403,11402,3
da01,12076,12070,3
da131,5576,5575,3
da456,5579,5578,3
dd11,8383,8365,3
dd22,8380,8367,3
dd232,9293,8371,3
dd942dd,7193,7191,3
dda987,17125,17115,3
de668,4618,1052,3
ds366,16186,16182,3
dsa1368,14844,8443,3
dsa258,10427,8443,3
dsa368,11941,8443,3
dsa3689,14835,8443,3
dsa469,9547,8443,3
dsa529,17126,17115,3
dy222,8802,8797,3
dy8995,16402,16293,3
e1772,8130,8129,3
ee22,4312,2508,3
ee2ee3,11844,11819,3
eess888,12092,12091,3
ert6688,13176,2237,3
f668,4717,4710,3
f89,17157,16534,3
f983,16797,16795,3
fang188,8741,8429,3
fd3388,15241,15240,3
fe111,8594,8415,3
ff123,2564,2508,3
ff2888,17301,17293,3
ff678,12745,7462,3
fff12333,2679,1174,3
fg12,8205,5704,3
fq8899,9815,8288,3
fu688,5696,5656,3
fx1,5860,5544,3
fx2,5861,5544,3
fy123,2450,1174,3
gg,12583,12476,3
gg123123,17001,16928,3
gg3322,1275,1272,3
gg337,2783,2698,3
gg999,16289,16161,3
ggg666,17594,16928,3
gu111,8524,8415,3
gu333,2724,1174,3
gy233,10296,1255,3
gyu335,12356,12071,3
h515,15938,8432,3
h789,1547,1320,3
ha1357,7118,7110,3
hcc666,13952,13946,3
hd663,15304,15131,3
he135666,12740,12738,3
hg159,12238,714,3
hg6688,15041,15038,3
hhh001,13775,1339,3
hhh688,2681,723,3
hjk88808,13567,7111,3
hk021,15774,8457,3
hk1357,7117,7110,3
hm264,477,175,3
hm789,4205,175,3
hui444,5958,5956,3
hui666,10409,8265,3
hwy11,3129,1246,3
ii1122,7795,7783,3
j888,8660,8466,3
jc369,15711,15710,3
jd8899,15661,8288,3
ji168,11529,4168,3
jia668,4611,1052,3
jia669,4614,1052,3
jia888,15691,15690,3
jie111,16570,16536,3
jp348,5460,5459,3
jqd88,6863,2204,3
jw001,12693,12690,3
jyb999,15620,8314,3
jzfj123,2281,1174,3
k223,8849,7732,3
k225,8922,7732,3
k3666,10287,8455,3
k5a23,15829,15228,3
k7755,9047,8438,3
k7766,9040,8438,3
k7788,9012,8438,3
k7799,9021,8438,3
k8899,10290,8455,3
kai111,17450,16913,3
kai1203,16918,16913,3
kai123,17219,16913,3
kh111,12251,12232,3
kh1234,6072,6065,3
kh432,11662,11587,3
kh77,12249,12232,3
kj13,6239,6235,3
kj6588,7119,7110,3
kk019,7154,7149,3
kk068k,7163,7149,3
kk08699,7166,7149,3
kk1111,13464,13463,3
kk1138,7195,7134,3
kk1191,12773,5030,3
kk11aa,9852,8422,3
kk11kk,7171,7169,3
kk12,8348,8297,3
kk1313,7227,7224,3
kk1317,7249,7243,3
kk1318,7253,7247,3
kk158,9476,8443,3
kk188,7283,7137,3
kk229,14830,14757,3
kk22aa,9855,8422,3
kk2388,7296,7134,3
kk3116,3874,1600,3
kk44,8334,8297,3
kk55,8333,8297,3
kk6543,16616,16161,3
kk66aa,13124,8422,3
kk783,12244,12230,3
kk787,7145,7144,3
kk789,7152,7149,3
kk78aa,9870,8422,3
kk79aa,11594,8422,3
kk86,9462,8443,3
kk88aa,9842,8422,3
kk99aa,9848,8422,3
kka333,15317,15228,3
kkaa,12936,12934,3
kkk277,80,62,3
kkk33133,7160,7149,3
kkk517,16173,16169,3
kkv333,15318,15228,3
km368,16310,16303,3
km6688,12094,12093,3
km889,8401,8376,3
kmk89,16660,15228,3
kmp0088,3422,1049,3
