"[{""BetTypeId"":84,""BetItems"":[2,8,20,21,32,34,46,47],""BetMoney"":16,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 02,08,20,21,32,34,46,47"",""SubBet"":[{""BetMoney"":2,""BetItems"":[2],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[8],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[20],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[21],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[32],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[34],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[46],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[47],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[29,46],""BetMoney"":4,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 29,46"",""SubBet"":[{""BetMoney"":2,""BetItems"":[29],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[46],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[9,12,21,28,32,33,36,42],""BetMoney"":16,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 09,12,21,28,32,33,36,42"",""SubBet"":[{""BetMoney"":2,""BetItems"":[9],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[12],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[21],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[28],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[32],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[33],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[36],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[42],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[37,40],""BetMoney"":4,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 37,40"",""SubBet"":[{""BetMoney"":2,""BetItems"":[37],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[40],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[4,35,49],""BetMoney"":6,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 04,35,49"",""SubBet"":[{""BetMoney"":2,""BetItems"":[4],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[35],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[49],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[24,39],""BetMoney"":4,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 24,39"",""SubBet"":[{""BetMoney"":2,""BetItems"":[24],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[39],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[13,19,26,28,47],""BetMoney"":10,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 13,19,26,28,47"",""SubBet"":[{""BetMoney"":2,""BetItems"":[13],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[19],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[26],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[28],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[47],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[8,38],""BetMoney"":4,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 08,38"",""SubBet"":[{""BetMoney"":2,""BetItems"":[8],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[38],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[2,7,9,10,11,20,30,34,36,42],""BetMoney"":20,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 02,07,09,10,11,20,30,34,36,42"",""SubBet"":[{""BetMoney"":2,""BetItems"":[2],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[7],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[9],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[10],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[11],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[20],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[30],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[34],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[36],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[42],""Odds"":""1.1""}]}]"
"[{""BetTypeId"":84,""BetItems"":[7,25],""BetMoney"":4,""BetName"":""\u4e00\u7c92\u4efb\u4e2d 07,25"",""SubBet"":[{""BetMoney"":2,""BetItems"":[7],""Odds"":""1.1""},{""BetMoney"":2,""BetItems"":[25],""Odds"":""1.1""}]}]"
